objectid,filename,format,subject,latitude,longitude,title,date,creator,description,rights,licenseurl,repository,citation,url
UAA-1969-097-246,https://archive.org/download/UAA-1969-097-246/UAA-1969-097-246.jpg,image/jpeg,Buildings,,,Interior of cafeteria,1944,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-246, Interior of cafeteria, 1944",https://archive.org/details/UAA-1969-097-246
UAA-1969-097-251,https://archive.org/download/UAA-1969-097-251/UAA-1969-097-251.jpg,image/jpeg,Military,,,Army Artillery Group,1944,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-251, Army Artillery Group, 1944",https://archive.org/details/UAA-1969-097-251
UAA-1969-097-258-3,https://archive.org/download/UAA-1969-097-258-3/UAA-1969-097-258-3.jpg,image/jpeg,Agriculture; Animals,,,University Farm,1945,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-258-3, University Farm, 1945",https://archive.org/details/UAA-1969-097-258-3
uaa-1969-097-263a,https://archive.org/download/uaa-1969-097-263a/uaa-1969-097-263a.jpg,image/jpeg,Buildings; Education,,,Corbett Hall,1945,University of Alberta Archives,"Corbett Hall-formerly Edmonton Normal School and Education Building, 1945",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-263a, Corbett Hall, 1945",https://archive.org/details/uaa-1969-097-263a
uaa-1969-097-269a,https://archive.org/download/uaa-1969-097-269a/uaa-1969-097-269a.jpg,image/jpeg,Clubs/Fraternities,,,Western Canada Cosmopolitan Club,1945,University of Alberta Archives,Western Canada Cosmopolitan Club Covention at Edroonton Golf & Country Club 1945,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-269a, Western Canada Cosmopolitan Club, 1945",https://archive.org/details/uaa-1969-097-269a
uaa-1969-097-946b,https://archive.org/download/uaa-1969-097-946b/uaa-1969-097-946b.jpg,image/jpeg,Library,,,Department of Extension Travelling Library,1945,University of Alberta Archives,Laurence Twigge - Department of Extension Travelling Library 1945,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-946b, Department of Extension Travelling Library, 1945",https://archive.org/details/uaa-1969-097-946b
uaa-1969-097-949,https://archive.org/download/uaa-1969-097-949/uaa-1969-097-949.jpg,image/jpeg,Faculty/Staff,,,Professor Walter H. Johns,1945,University of Alberta Archives,Walter H Johns Professor  1945,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-949, Professor Walter H. Johns, 1945",https://archive.org/details/uaa-1969-097-949
UAA-1979-051-259a,https://archive.org/download/UAA-1979-051-259a/UAA-1979-051-259a.jpg,image/jpeg,Convocation; Women,,,Convocation,1945,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-259a, Convocation, 1945",https://archive.org/details/UAA-1979-051-259a
UAA-1969-097-273,https://archive.org/download/UAA-1969-097-273/UAA-1969-097-273.jpg,image/jpeg,Student Life; Buildings,,,Students writing exams in Drill Hall,1946,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-273, Students writing exams in Drill Hall, 1946",https://archive.org/details/UAA-1969-097-273
uaa-1969-097-273a,https://archive.org/download/uaa-1969-097-273a/uaa-1969-097-273a.jpg,image/jpeg,Student Life,,,Students writing exams in Drill Hall,1946,University of Alberta Archives,"Students writing exams in Drill Hall, April 1946",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-273a, Students writing exams in Drill Hall, 1946",https://archive.org/details/uaa-1969-097-273a
UAA-1969-097-273b,https://archive.org/download/UAA-1969-097-273b/UAA-1969-097-273b.jpg,image/jpeg,Student Life; Buildings,,,Students writing exams in Drill Hall,1946,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-273b, Students writing exams in Drill Hall, 1946",https://archive.org/details/UAA-1969-097-273b
UAA-1969-097-273c,https://archive.org/download/UAA-1969-097-273c/UAA-1969-097-273c.jpg,image/jpeg,Student Life; Buildings,,,Students writing exams in Drill Hall,1946,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-273c, Students writing exams in Drill Hall, 1946",https://archive.org/details/UAA-1969-097-273c
UAA-1969-097-273d,https://archive.org/download/UAA-1969-097-273d/UAA-1969-097-273d.jpg,image/jpeg,Student Life; Buildings,,,Students writing exams in Drill Hall,1946,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-273d, Students writing exams in Drill Hall, 1946",https://archive.org/details/UAA-1969-097-273d
UAA-1969-097-278c,https://archive.org/download/UAA-1969-097-278c/UAA-1969-097-278c.jpg,image/jpeg,Buildings,,,St. Joseph's College,1946,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-278c, St. Joseph's College, 1946",https://archive.org/details/UAA-1969-097-278c
UAA-1969-097-279c,https://archive.org/download/UAA-1969-097-279c/UAA-1969-097-279c.jpg,image/jpeg,Library; Faculty/Staff; Women,,,Extension Library,1946,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-279c, Extension Library, 1946",https://archive.org/details/UAA-1969-097-279c
UAA-1972-058-1105,https://archive.org/download/UAA-1972-058-1105/UAA-1972-058-1105.jpg,image/jpeg,Athletics; Student Life,,,Football Team,1947,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1105, Football Team, 1947",https://archive.org/details/UAA-1972-058-1105
UAA-1969-097-284b,https://archive.org/download/UAA-1969-097-284b/UAA-1969-097-284b.jpg,image/jpeg,Buildings; Student Life,,,Interior of University cafeteria,1948,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-284b, Interior of University cafeteria, 1948",https://archive.org/details/UAA-1969-097-284b
uaa-1969-097-289a,https://archive.org/download/uaa-1969-097-289a/uaa-1969-097-289a.jpg,image/jpeg,Class Photos,,,"Diploma Course in Dairying, 1948-1949",1948,University of Alberta Archives,Diploma Course in Dairying 1948-49,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-289a, Diploma Course in Dairying, 1948-1949, 1948",https://archive.org/details/uaa-1969-097-289a
uaa-1969-097-290,https://archive.org/download/uaa-1969-097-290/uaa-1969-097-290.jpg,image/jpeg,Sciences/Engineering,,,Lab in Medical Building,1948,University of Alberta Archives,Labs in Chemistry Department in Medical Building 1948,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-290, Lab in Medical Building, 1948",https://archive.org/details/uaa-1969-097-290
uaa-1969-097-290b,https://archive.org/download/uaa-1969-097-290b/uaa-1969-097-290b.jpg,image/jpeg,Health Sciences,,,Medical Lab,1948,University of Alberta Archives,Med Lab 1948,Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-290b, Medical Lab, 1948",https://archive.org/details/uaa-1969-097-290b
uaa-1969-097-291.tiff,https://archive.org/download/uaa-1969-097-291.tiff/uaa-1969-097-291.tiff.jpg,image/jpeg,Library,,,Laying of Library Corner Stone,1948,University of Alberta Archives,"Laying of Library Corner Stone, 1948",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-291.tiff, Laying of Library Corner Stone, 1948",https://archive.org/details/uaa-1969-097-291.tiff
uaa-1969-097-947,https://archive.org/download/uaa-1969-097-947/uaa-1969-097-947.jpg,image/jpeg,Class Photos; Faculty/Staff,,,Richard Eaton Working With a Choral Group,1948,University of Alberta Archives,"Richard Eaton Working With a Choral Group, 1948",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-947, Richard Eaton Working With a Choral Group, 1948",https://archive.org/details/uaa-1969-097-947
UAA-1979-051-260,https://archive.org/download/UAA-1979-051-260/UAA-1979-051-260.jpg,image/jpeg,Convocation; Women,,,Convocation,1948,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-260, Convocation, 1948",https://archive.org/details/UAA-1979-051-260
uaa-1969-097-288.tiff,https://archive.org/download/uaa-1969-097-288.tiff/uaa-1969-097-288.tiff.jpg,image/jpeg,Sciences/Engineering,,,Research Council Tar Sands Exploration Plant,1949,University of Alberta Archives,Research Council Tar Sands Exploration Plant with Dr. K Clark and Dr. Pasternack 1949,,http://creativecommons.org/licenses/by/4.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-288.tiff, Research Council Tar Sands Exploration Plant, 1949",https://archive.org/details/uaa-1969-097-288.tiff
uaa-1969-097-301a,https://archive.org/download/uaa-1969-097-301a/uaa-1969-097-301a.jpg,image/jpeg,Library; Buildings,,,Main Circulation Desk Rutherford Library,1951,University of Alberta Archives,Main Circulation Desk Rutherford Library,,http://creativecommons.org/licenses/by/4.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-301a, Main Circulation Desk Rutherford Library, 1951",https://archive.org/details/uaa-1969-097-301a
UAA-1979-051-261c,https://archive.org/download/UAA-1979-051-261c/UAA-1979-051-261c.jpg,image/jpeg,Convocation; Chancellor,,,Convocation,1952,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-261c, Convocation, 1952",https://archive.org/details/UAA-1979-051-261c
UAA-1979-051-261e,https://archive.org/download/UAA-1979-051-261e/UAA-1979-051-261e.jpg,image/jpeg,Convocation; Chancellor,,,Convocation,1952,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-261e, Convocation, 1952",https://archive.org/details/UAA-1979-051-261e
UAA-1979-051-262d,https://archive.org/download/UAA-1979-051-262d/UAA-1979-051-262d.jpg,image/jpeg,Convocation,,,Convocation,1955,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-262d, Convocation, 1955",https://archive.org/details/UAA-1979-051-262d
UAA-1976-025-138,https://archive.org/download/UAA-1976-025-138/UAA-1976-025-138.jpg,image/jpeg,Buildings; Agriculture,,,Greenhouses,1956,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1976-025-138, Greenhouses, 1956",https://archive.org/details/UAA-1976-025-138
UAA-1979-051-263b,https://archive.org/download/UAA-1979-051-263b/UAA-1979-051-263b.jpg,image/jpeg,Convocation; Women,,,Convocation 1956 Prize Winners,1956,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-263b, Convocation 1956 Prize Winners, 1956",https://archive.org/details/UAA-1979-051-263b
UAA-1979-051-316b,https://archive.org/download/UAA-1979-051-316b/UAA-1979-051-316b.jpg,image/jpeg,Buildings; Equipment; Sciences/Engineering,,,"Campus, General",1956,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-316b, Campus, General, 1956",https://archive.org/details/UAA-1979-051-316b
UAA-1972-108-200,https://archive.org/download/UAA-1972-108-200/UAA-1972-108-200.jpg,image/jpeg,Faculty/Staff; Events,,,Reg Lister & Lister Trophy,1959,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-108-200, Reg Lister & Lister Trophy, 1959",https://archive.org/details/UAA-1972-108-200
UAA-1972-108-200-001,https://archive.org/download/UAA-1972-108-200-001/UAA-1972-108-200-001.jpg,image/jpeg,Faculty/Staff; Student Life,,,Reg Lister and 3 students,1959,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-108-200-001, Reg Lister and 3 students, 1959",https://archive.org/details/UAA-1972-108-200-001
UAA-1972-108-197,https://archive.org/download/UAA-1972-108-197/UAA-1972-108-197.jpg,image/jpeg,Faculty/Staff,,,Reg Lister,1960,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-108-197, Reg Lister, 1960",https://archive.org/details/UAA-1972-108-197
UAA-1972-108-203,https://archive.org/download/UAA-1972-108-203/UAA-1972-108-203.jpg,image/jpeg,Faculty/Staff,,,Reg Lister and his wife,1960,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-108-203, Reg Lister and his wife, 1960",https://archive.org/details/UAA-1972-108-203
UAA-1972-108-355,https://archive.org/download/UAA-1972-108-355/UAA-1972-108-355.jpg,image/jpeg,Alumni,,,G.F.G. Stanley,1960,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-108-355, G.F.G. Stanley, 1960",https://archive.org/details/UAA-1972-108-355
UAA-1979-051-304-039,https://archive.org/download/UAA-1979-051-304-039/UAA-1979-051-304-039.jpg,image/jpeg,Classroom; Health Sciences; Women,,,Physio Class demo,1960,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-304-039, Physio Class demo, 1960",https://archive.org/details/UAA-1979-051-304-039
UAA-1979-051-304-041,https://archive.org/download/UAA-1979-051-304-041/UAA-1979-051-304-041.jpg,image/jpeg,Classroom; Arts/Fine Arts; Women,,,Photo of weaving,1960,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-304-041, Photo of weaving, 1960",https://archive.org/details/UAA-1979-051-304-041
UAA-1979-051-325-001,https://archive.org/download/UAA-1979-051-325-001/UAA-1979-051-325-001.jpg,image/jpeg,Buildings; Library; Vehicles,,,Donald E. Cameron Library,1960,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-325-001, Donald E. Cameron Library, 1960",https://archive.org/details/UAA-1979-051-325-001
UAA-1979-051-325-002,https://archive.org/download/UAA-1979-051-325-002/UAA-1979-051-325-002.jpg,image/jpeg,Groundbreaking/Construction; Buildings,,,Construction of Donald E. Cameron Library,1960,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-325-002, Construction of Donald E. Cameron Library, 1960",https://archive.org/details/UAA-1979-051-325-002
UAA-1979-051-328,https://archive.org/download/UAA-1979-051-328/UAA-1979-051-328.jpg,image/jpeg,Buildings,,,Chemistry building,1960,,,,https://creativecommons.org/licenses/by/2.0/ca/,University of Alberta Archives,"University of Alberta Archives, UAA-1979-051-328, Chemistry building, 1960",https://archive.org/details/UAA-1979-051-328
